Time,Temperature (C),Temperature (F),Is Day,Condition Text,Condition Icon,Condition Code,Wind MPH,Wind KPH,Wind Degree,Wind Direction,Pressure MB,Pressure IN,Precipitation MM,Precipitation IN,Snow CM,Humidity,Cloud,Feels Like (C),Feels Like (F),Wind Chill (C),Wind Chill (F),Heat Index (C),Heat Index (F),Dew Point (C),Dew Point (F),Will It Rain,Chance of Rain,Will It Snow,Chance of Snow,Visibility KM,Visibility Miles,Gust MPH,Gust KPH,UV,Solar Radiation,Diffuse Radiation
2024-02-29 04:00,4.3,39.7,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,2.2,3.6,36,NE,1015.0,29.99,0.0,0.0,0.0,95,96,3.9,39.1,3.9,39.1,4.3,39.8,3.6,38.5,0,0,0,0,2.0,1.0,3.5,5.6,1.0,0.0,0.0
2024-02-29 05:00,4.2,39.6,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,2.5,4.0,41,NE,1015.0,29.98,0.0,0.0,0.0,96,86,3.6,38.5,3.6,38.5,4.2,39.6,3.5,38.3,0,0,0,0,2.0,1.0,4.0,6.5,1.0,0.0,0.0
2024-02-29 06:00,4.0,39.2,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,2.9,4.7,46,NE,1015.0,29.97,0.0,0.0,0.0,96,76,3.2,37.8,3.2,37.8,4.0,39.2,3.4,38.1,0,0,0,0,2.0,1.0,4.7,7.6,1.0,0.0,0.0
2024-02-29 07:00,3.9,39.0,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,1030,3.1,5.0,50,NE,1015.0,29.96,0.0,0.0,0.0,96,66,2.8,37.0,2.8,37.0,3.9,39.0,3.3,37.9,0,0,0,0,2.0,1.0,5.2,8.3,1.0,0.0,0.0
2024-02-29 08:00,4.9,40.8,1,Partly Cloudy ,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,3.1,5.0,44,NE,1014.0,29.94,0.0,0.0,0.0,92,63,3.9,39.0,3.9,39.0,4.9,40.8,3.7,38.7,0,0,0,0,4.7,2.0,4.7,7.6,2.0,58.93,24.85
2024-02-29 09:00,6.0,42.8,1,Mist,//cdn.weatherapi.com/weather/64x64/day/143.png,1030,3.4,5.4,37,NE,1013.0,29.92,0.0,0.0,0.0,89,60,5.1,41.2,5.1,41.2,6.0,42.8,4.2,39.6,0,0,0,0,7.3,4.0,4.3,6.8,2.0,88.4,37.28
2024-02-29 10:00,7.0,44.6,1,Partly Cloudy ,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,3.4,5.4,31,NNE,1013.0,29.9,0.0,0.0,0.0,85,56,6.2,43.2,6.2,43.2,7.0,44.6,4.7,40.4,0,0,0,0,10.0,6.0,3.9,6.2,3.0,117.86,49.7
2024-02-29 11:00,7.9,46.2,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,3.6,5.8,29,NNE,1012.0,29.88,0.0,0.0,0.0,81,71,7.1,44.8,7.1,44.8,7.9,46.2,4.9,40.8,0,26,0,0,10.0,6.0,4.3,6.8,2.0,179.47,70.79
2024-02-29 12:00,8.8,47.8,1,Partly Cloudy ,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,4.0,6.5,26,NNE,1011.0,29.86,0.0,0.0,0.0,78,85,8.0,46.4,8.0,46.4,8.8,47.8,5.1,41.2,0,53,0,0,10.0,6.0,4.5,7.2,3.0,210.27,81.34
2024-02-29 13:00,9.7,49.4,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,4.3,6.8,24,NNE,1010.0,29.84,0.01,0.0,0.0,74,100,8.9,48.0,8.9,48.0,9.7,49.4,5.3,41.6,1,79,0,0,10.0,6.0,4.9,7.9,2.0,241.07,91.88
2024-02-29 14:00,9.2,48.6,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,4.5,7.2,28,NNE,1010.0,29.82,0.0,0.0,0.0,77,100,8.2,46.8,8.2,46.8,9.2,48.6,5.5,41.9,1,73,0,0,10.0,6.0,5.6,9.0,2.0,185.05,78.9
2024-02-29 15:00,8.8,47.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,4.9,7.9,32,NNE,1009.0,29.81,0.0,0.0,0.0,81,100,7.6,45.7,7.6,45.7,8.8,47.8,5.6,42.1,0,68,0,0,10.0,6.0,6.3,10.1,2.0,157.03,72.4
2024-02-29 16:00,8.4,47.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,5.1,8.3,37,NE,1009.0,29.79,0.02,0.0,0.0,84,100,7.0,44.6,7.0,44.6,8.4,47.0,5.8,42.4,0,62,0,0,10.0,6.0,7.0,11.2,2.0,129.02,65.91
2024-02-29 17:00,8.0,46.4,1,Partly Cloudy ,//cdn.weatherapi.com/weather/64x64/day/116.png,1003,4.7,7.6,43,NE,1008.0,29.78,0.0,0.0,0.0,85,81,6.8,44.2,6.8,44.2,8.0,46.4,5.7,42.3,0,41,0,0,10.0,6.0,6.7,10.8,3.0,101.09,51.88
2024-02-29 18:00,7.7,45.9,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,1063,4.5,7.2,50,NE,1008.0,29.76,0.0,0.0,0.0,87,62,6.5,43.7,6.5,43.7,7.7,45.9,5.6,42.1,0,21,0,0,10.0,6.0,6.5,10.4,2.0,87.12,44.86
2024-02-29 19:00,7.3,45.2,0,Partly Cloudy ,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,4.0,6.5,56,ENE,1007.0,29.75,0.0,0.0,0.0,89,43,6.2,43.2,6.2,43.2,7.3,45.2,5.6,42.0,0,0,0,0,10.0,6.0,6.1,9.9,1.0,73.15,37.84
2024-02-29 20:00,7.2,45.0,0,Cloudy ,//cdn.weatherapi.com/weather/64x64/night/119.png,1006,3.1,5.0,59,ENE,1007.0,29.74,0.0,0.0,0.0,89,50,6.5,43.7,6.5,43.7,7.2,45.0,5.5,41.9,0,0,0,0,10.0,6.0,4.9,7.9,1.0,36.58,18.92
2024-02-29 21:00,7.1,44.8,0,Partly Cloudy ,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,2.5,4.0,62,ENE,1007.0,29.73,0.0,0.0,0.0,89,56,6.7,44.1,6.7,44.1,7.1,44.8,5.4,41.7,0,0,0,0,10.0,6.0,3.6,5.8,1.0,18.29,9.46
2024-02-29 22:00,7.0,44.6,0,Cloudy ,//cdn.weatherapi.com/weather/64x64/night/119.png,1006,1.6,2.5,66,ENE,1007.0,29.73,0.0,0.0,0.0,90,63,7.0,44.5,7.0,44.5,7.0,44.5,5.4,41.7,0,0,0,0,10.0,6.0,2.4,3.9,1.0,0.0,0.0
2024-02-29 23:00,6.7,44.1,0,Partly Cloudy ,//cdn.weatherapi.com/weather/64x64/night/116.png,1003,1.3,2.2,84,E,1006.0,29.72,0.0,0.0,0.0,91,59,6.7,44.1,6.7,44.1,6.7,44.1,5.3,41.5,0,0,0,0,10.0,6.0,2.2,3.6,1.0,0.0,0.0
